日期	流水編號	代號	名稱	發布日期時間	新聞標題	新聞內容	RTIME
20041028	WEB0695	1217	愛之味	2004/10/28  22:18:29	真歹賺！統一企業1-3季營收成長 獲利卻衰退 EPS 0.53元	"台灣食品業龍頭統一企業(1216)今(28)日晚間公布
1-3 季財報，卻出現營收成長11.06%，稅後盈餘大幅衰
退37.65%， 1-3季稅後盈餘17.9億元，每股稅後盈餘為
0.53元。

    統一企業 1-9月經會計師簽證的財報內容，營收
315.78億元，稅前盈餘為 18.58億元，稅後盈餘為
17.9 億元，每股稅後盈餘0.53元。

    由統一企業的季報內容顯示， 1-9月統一企業營收
315.78億元，較去年同期的284.34億元成長11.06%，但
稅後盈餘17.9億元，卻較去年同期的 28.71億元大幅衰
退37.65%。

    事實上，在已公布 1-3季財報的上市食品公司中，
包括愛之味(1217)、大統益(1232)也有同樣的情況，愛
之味 1-9月財報營收 34.27億元，較去年同期小幅成長
0.9%，但稅後盈餘8821萬元，較去年同期的1.99億元大
幅衰退55.8%。

    愛之味1-9月每股稅後盈餘為0.24元。

    大統益 1-3季財報營收 72.53億元，較去年同期的
60.77億元成長19.36%，低稅後盈餘1.3億元，較去年同
期的 2.3億元衰退43.58%，每股稅後盈餘為0.81元。

    此外，包括聯華食品(1231)、黑松(1234)則出現營
收及獲利同步衰退的局面。

    聯華食品今(28)日公布 1-3季季報，稅後盈餘3257
萬元，較去年同期的7200萬元衰退54.77%，每股稅後盈
餘為0.28元。

    聯華食品1-3季財報內容，營收22.88億元，稅前盈
餘2889萬元，稅後盈餘3257萬元，每股稅後盈餘為0.28
元。

    黑松 1-3季財報，營收 28.75億元，較去年同期的
31.08億元衰退7.49%，稅後盈餘1.34億元，較去年同期
的2.72億元衰退50.62%，每股稅後盈餘為0.25元。

"	
20041109	WEB0171	1217	愛之味	2004/11/09  09:01:24	愛之味10月營收2.79億元年增0.00%  1-10月達37.05億元	"愛之味(1217)10月營收(單位:千元)

項目            10月營收      1-10月營收
本年度          278,539      3,705,361
去年同期        277,887      3,672,417
增減金額            652         32,944
增減(％)           0.23           0.90
"	
20041208	WEB0201	1217	愛之味	2004/12/08  10:01:37	愛之味11月營收3.10億元年增23.00%  1-11月達40.16億元	"愛之味(1217)11月營收(單位:千元)

項目            11月營收      1-11月營收
本年度          310,142      4,015,506
去年同期        250,632      3,923,049
增減金額         59,510         92,457
增減(％)          23.74           2.36
"	
20041230	WEB0249	1217	愛之味	2004/12/30  12:27:32	轉投資觀光事業有成 愛之味享樂其中 股價爆量漲停	"愛之味 (1217-TW)近年來積極轉投資觀光事業，其
中，劍湖山世界 (5701-TW)今年營運成效良好，加上國
內旅遊飯店業的短期利多，可望對持股近 2成的愛之味
帶來不小的助益，今日愛之味股價爆量勁揚，早盤急拉
 9檔，強勢登頂漲停，盤中漲停大門雖被數度敲開，但
股價仍維持高檔震盪。

    日前南亞發生地震，海嘯催毀許多觀光熱門景點，
短期內恐將難以恢復，市場預估，將有不少的遊客回流
國內，其中，劍湖山主題樂園集客力高，且附設的王子
大飯店擁有高住房率，整體業績表現亮眼，今年營收可
望較去年大幅成長，帶動近期股價勁揚，今日盤中更一
度衝上13.05元，創近 9個月新高，漲幅達4.4%。

    而投資劍湖山5.55億元，持股比例達18.81%的愛之
味，可望能受惠其中，除劍湖山外，愛之味轉投資項目
還包括馬哥波羅國際開發公司、松田崗、東台灣資源開
發及東台灣知本溫泉等等休閒旅遊、購物娛樂企業，預
計在國內外遊客的回流下，愛之味的轉投資效益，可望
能逐漸顯現。

    愛之味12月份以來，股價由 6.8元向上快速走揚，
擺脫橫盤整理格局，期間並出現自營商的零星買盤，而
融資也增加近千張，融資使用率提升至 5.48%，今日更
爆出近昨(29)日10倍的大量，股價衝破年線，數度攻上
8元漲停，創下近7個月來的新高，波段漲幅達17.65%。

"	
20050110	WEB0622	1217	愛之味	2005/01/10  15:00:26	愛之味12月營收2.17億元年減24.23%  1-12月達42.33億元	"愛之味(1217)12月營收(單位:千元)

項目            12月營收      1-12月營收
本年度          217,379      4,232,885
去年同期        286,896      4,209,945
增減金額        -69,517         22,940
增減(％)         -24.23           0.54
"	
20050127	WEB0480	1217	愛之味	2005/01/27  18:43:32	愛之味變更代理發言人	"愛之味(1217-TW)：公告本公司變更代理發言人

1.人員變動別（請輸入發言人、代理發言人、財務主管、
研發主管或內部稽核主管）:代理發言人

2.發生變動日期:94/01/27

3.舊任者姓名、級職及簡歷:何美莉 / 投資經管組主任

4.新任者姓名、級職及簡歷:劉淑芬 / 會計處經理

5.異動原因:職務調動

6.生效日期:94/02/01

7.新任者聯絡電話:05-2211521

8.其他應敘明事項:無

"	
20050214	WEB0398	1217	愛之味	2005/02/14  12:33:10	愛之味 1月營收4.37億元年增12.00%  1-1月達4.37億元	"愛之味(1217)1月營收(單位:千元)

項目            1月營收      1-1月營收
本年度          436,519        436,519
去年同期        387,181        387,181
增減金額         49,338         49,338
增減(％)          12.74          12.74
"	
20050302	WEB0349	1217	愛之味	2005/03/02  15:44:10	生技產業 賺錢保證？ 生物科技當紅 全民總動員	"後工業化的台灣社會，年齡結構逐漸走向老年化，
消費習慣也隨著社會結構的變化而出現轉變。如何保健
養生成了街坊媒體當紅的話題，在消費市場的支持下，
藥品及生物科技的研究及發展，更是以其未來可觀的報
酬想像空間，吸引資本市場的資金流向。不論是政府或
是民間企業，都將生物科技以及醫藥研發，視為本世紀
最具有發展潛力的重要產業。

◆政府推動 開花結果

    因此，自二○○○年起，由政府推動的生計產業發
展政策，帶領民間企業投入這波生技產業的淘金潮，在
去年起已經陸續開花結果。行政院生技指導委員會規劃
行政院開發基金、交通、中華開發及台灣等三家工業銀
行，以及台糖、中油、台鹽(1737)、台肥(1722)等國營
事業，共同推動目標達1500億元的生技產業投資案，並
都繳出了亮麗的成績單。其中包括台鹽以及台糖，因為
徹底轉型，走向生技產業，獲利表現相當可觀，而吸引
投資大眾的注目。

    以目前已民營化的台肥來說，則推出家用簡易有機
肥料，投入微生物產品開發；至於中油，則由原本處理
油污染的生技研究團隊，製造出「甲殼素」營養食品；
不管本業經營情況如何，但國營事業似乎已有全面投入
營養保健食品及生物科技領域的跡象，未來競爭情況將
趨於激烈。

    而不讓政府支持的國營企業專美於前，不少民間的
食品公司也看準了此一市場新商機，大舉進軍針對保健
養生的食品市場。業者指出，目前台灣保健食品市場只
有200億元上下，未來成長空間極大。因此，民間的企業
包括味全(1201)、愛之味(1217)及卜蜂(1215)等食品大
廠，以及農林(2913)都積極轉型，採取多角化經營策略
，紛紛斥資投入保健食品市場。

轉載自【投資情報周刊】文／陳明宗

"	
20050303	WEB0145	1217	愛之味	2005/03/03  09:04:56	愛之味3個月內成立二家以上子公司	"愛之味(1217-TW)：本公司三個月內成立二家以上子公司

1.事實發生日:94/03/02

2.子公司名稱:

台北國際冷藏流通股份有限公司;北都冷藏流通股份有限公司
桃城冷藏流通股份有限公司;竹城冷藏流通股份有限公司
阿里山冷藏流通股份有限公司;南都冷藏流通股份有限公司
大高雄冷藏流通股份有限公司

3.子公司主要營業項目:飲料批發業、食品什貨批發業

4.母公司分別持有子公司之股數、投資金額、持股比例及權利受限情形:
台北國際冷藏流通股份有限公司:978,500股;9,785,000元;97.85%;無
北都冷藏流通股份有限公司:980,000股;9,800,000元;98%;無
桃城冷藏流通股份有限公司:760,000股;7,600,000元;95%;無
竹城冷藏流通股份有限公司:581,000股;5,810,000元;96.83%;無
阿里山冷藏流通股份有限公司:576,000股;5,760,000元;96%;無
南都冷藏流通股份有限公司:768,000股;7,680,000元;96%;無
大高雄冷藏流通股份有限公司:800,000股;8,000,000元;100%;無

5.迄事實發生日為止，母公司長短期有價證券投資（含本次投資）占公司最
近期財務報表中總資產及股東權益之比例:
36.96%;83.41%

6.最近期財務報表中營運資金數額:-248,583,711元

7.投資子公司之具體目的:長期投資

8.其他應敘明事項:
此七家公司皆為新設立之子公司

"	
20050308	WEB0554	1217	愛之味	2005/03/08  17:00:05	愛之味 2月營收2.17億元年增3.00%  1-2月達6.54億元	"愛之味(1217)2月營收(單位:千元)

項目            2月營收      1-2月營收
本年度          217,048        653,567
去年同期        209,319        596,500
增減金額          7,729         57,067
增減(％)           3.69           9.57
"	
20050310	WEB1374	1217	愛之味	2005/03/10  19:43:13	愛之味將於94/5/31召開股東會 停止過戶日期4/2~5/31	"愛之味(1217-TW)：公告召開本公司94年股東常會

1.董事會決議日期:94/03/10

2.股東會召開日期:94/05/31

3.股東會召開地點:劍湖山世界股份有限公司王子大飯店會議廳
(雲林縣古坑鄉永光村大湖口67-8號)

4.召集事由:
一、報告事項
(一)本公司93年度營業報告
(二)監察人審查93年度決算表冊查核報告
(三)公司債發行情形報告
(四)海外可轉換公司債募集情形報告
二、承認事項:
93年度決算表冊承認案
三、其他議案或臨時動議

5.停止過戶起迄日期:94/04/02~94/05/31

6.其他應敘明事項:
一、股東會召開日期為94年5月31日(星期二)上午九點整
二、本公司如有盈餘分派案,擬於94年4月19日前公告之

"	
20050311	WEB0003	1217	愛之味	2005/03/11  00:25:53	愛之味變動董事代表人	"愛之味(1217-TW)：本公司董事之代表人變動

1.發生變動日期:94/03/10

2.舊任者姓名及簡歷:耐斯企業股份有限公司代表人陳冠
華

3.新任者姓名及簡歷:耐斯企業股份有限公司代表人陳鏡
仁

4.異動原因:耐斯企業另指派代表人

5.新任董監事選任時持股數:19,800,029股

6.原任期（例XX/XX/XX ~ XX/XX/XX）:93/06/16~96/06
/15

7.新任生效日期:94/03/11

8.同任期董事、監察人變動比率:0.14%

9.其他應敘明事項:無

"	
20050411	WEB0117	1217	愛之味	2005/04/11  09:00:05	愛之味 3月營收3.31億元年減22.47%  1-3月達9.85億元	"愛之味(1217)3月營收(單位:千元)

項目            3月營收      1-3月營收
本年度          330,984        984,551
去年同期        426,929      1,023,429
增減金額        -95,945        -38,878
增減(％)         -22.47          -3.80
"	
20050415	WEB0167	1217	愛之味	2005/04/15  09:01:26	愛之味盈餘保留	"愛之味(1217-TW)：公告本公司盈餘保留案

1.董事會決議日期:94/04/14

2.發放股利種類及金額:0

3.其他應敘明事項:依法提列特別盈餘公積後之未分配盈餘予以保留。

"	
20050427	WEB0178	1217	愛之味	2005/04/27  10:04:27	愛之味部分廠房及設備出租	"愛之味(1217-TW)：本公司部分廠房及設備出租

1.事實發生日:94/04/26

2.事件緣由:為整合製造技術及推動專業代工業務

3.最近三年度與減產後之產能、產量比較:

91年度:18,120,712打;減產後:8,273,389打

92年度:20,180,994打;減產後:8,624,902打

93年度:21,371,507打;減產後:9,449,769打

4.全部或部分停工項目之產能、產量及所佔公司營收比例:不適用

5.出租之公司廠房或主要設備明細及其佔總資產比例:5.18%

6.質押之資產明細及其佔總資產之比例:不適用

7.決策過程:經本公司94年度第4次董事會決議通過

8.其他應敘明事項:無

"	
20050429	WEB0306	1217	愛之味	2005/04/29  11:55:58	愛之味93年度年報會計師出具非無保留意見之查核報告書	"愛之味(1217-TW)：公告本公司93年度年報會計師出具非無保留意見之查核報告書

1.事實發生日:94/04/28

2.會計師查核意見全文:

愛之味股份有限公司民國93年12月31日及民國92年12月31日之資產負債表, 暨
民國93年1月1日至12月31日及民國92年 1月 1日至12月31日之損益表、股東權益變
動表及現金流量表, 業經本會計師查核竣事。上開財務報表之編製係管理階層之
責任, 本會計師之責任則為根據查核結果對上開財務報表表示意見。愛之味股份
有限公司採權益法評價之部分長期股權投資未經本會計師查核, 因此, 本會計師對
上開財務報表所表示之意見中, 其民國93年12月31日及民國92年12月31日之長期股
權投資金額分別為969,622仟元及1,207,790仟元、長期投資貸餘2,907仟元及2,257仟
元, 民國93年度及民國92年度所認列之投資(損)益分別為192仟元及(23,714)仟元, 暨
其於附註41.之相關資訊, 係根據其他會計師之查核報告。

本會計師係依照一般公認審計準則及會計師查核簽證財務報表規則規劃並執
行查核工作, 以合理確信財務報表有無重大不實表達。此項查核工作包括以抽查
方式獲取財務報表所列金額及所揭露事項之查核證據、評估管理階層編製財務報
表所採用之會計原則及所作之重大會計估計, 暨評估財務報表整體之表達。本會
計師相信此項查核工作可對所表示之意見提供合理之依據。

依本會計師之意見, 基於本會計師之查核結果及其他會計師之查核報告, 第一
段所述財務報表在所有重大方面係依照一般公認會計原則及證券發行人財務報告
編製準則編製, 足以允當表達愛之味股份有限公司民國93年12月31日及民國92年12
月31日之財務狀況,暨民國93年1月1日至12月31日及民國92年 1月 1日至12月31日之
經營成果及現金流量。

愛之味股份有限公司已編製民國92年度之合併財務報表, 並經本會計師出具修
正式無保留意見之查核報告書在案, 備供參考。

3.其他應敘明事項:無

"	
20050429	WEB0307	1217	愛之味	2005/04/29  11:56:22	愛之味94年度第1季會計師出具非無保留意見之查核報告書	"愛之味(1217-TW)：公告本公司94年度第1季會計師出具非無保留意見之查核報告書

1.事實發生日:94/04/28

2.會計師查核意見全文:

愛之味股份有限公司民國94年3月31日及民國93年3月31日之資產負債表,
暨民國94年1月1日至3月31日及民國93年1月1日至3月31日之損益表及現金流
量表, 業經本會計師核閱竣事。上開財務報表之編製係管理階層之責任, 本會
計師之責任則為根據核閱結果出具報告。
除下段所述者外, 本會計師係依照審計準則公報第三十六號「財務報表之
核閱」規劃並執行核閱工作。由於本會計師僅實施分析、比較與查詢, 並未依
照一般公認審計準則查核, 故無法對上開財務報表整體表示查核意見。
如財務報表附註12.所述, 愛之味股份有限公司民國94年3月31日及民國93年
3月31日採權益法評價之部份長期股權投資分別為1,989,920仟元及2,267,703仟元,
民國94年3月31日之長期股權投資貸餘5,653仟元, 暨民國94年1月1日至3月31日
及民國93年1月1日至3月31日相關之投資利益分別為4,157仟元及22,741仟元, 係
以該等被投資公司同期間未經會計師核閱之財務報表為依據。
依本會計師核閱結果, 除上段所述該等被投資公司財務報表倘經會計師核閱,
對財務報表可能有所調整之影響外, 並未發現第一段所述財務報表在所有重大方
面有違反證券發行人財務報告編製準則及一般公認會計原則而須作修正之情事。

3.其他應敘明事項:無

"	
20050504	WEB0261	1217	愛之味	2005/05/04  12:38:41	耐斯集團喜迎大陸觀光客商機 劍湖山愛之味直衝雲霄	"大陸宣布開放來台觀光，耐斯集團信心滿滿地表示 
，旗下劍湖山 (5701-TW)等遊樂園及飯店對爭取大陸觀
光客，已做好準備，盤中自平盤下直衝雲霄，將近漲停
，並帶動同集團的愛之味(1217-TW)跟漲。

    耐斯集團旗下的觀光事業版圖，除了以劍湖山世界
遊樂為主體外，在飯店方面，擁有劍湖山王子大飯店、
和園會館、嘉義農場等各約400個房間。新建的還有劍
湖山新建高級休閒渡假飯店及耐斯王子大飯店。

    對於大陸此次對台灣開放觀光利多，耐斯集團早已 
摩拳擦掌，作好迎接商機的準備。另外，總投資額達50
億元的的「耐斯廣場」，將在明年 5月開幕，更已早早
在大陸旅遊市場發動第一波文宣行銷攻勢。

"	
20050510	WEB0402	1217	愛之味	2005/05/10  11:33:16	愛之味 4月營收2.38億元年減18.73%  1-4月達12.22億元	"愛之味(1217)4月營收(單位:千元)

項目            4月營收      1-4月營收
本年度          237,780      1,222,331
去年同期        292,593      1,316,022
增減金額        -54,813        -93,691
增減(％)         -18.73          -7.12
"	
20050530	WEB0201	1217	愛之味	2005/05/30  13:06:20	「油切」廣告恐涉誇大？ 愛之味遭點名 股價鐵青走味	"市場興起「油切」茶飲熱潮，但由於電視廣告中對
「油切」的功效恐涉及誇大並誤導民眾，引起衛生署關
注，而剛推出油切綠茶飲料的愛之味 (1217-TW)也遭點
名，今(30)日股價開低走低，拖累同屬耐斯集團的劍湖
山(5701-TW)盤中一度重挫5.5%。

    繼番茄熱後，市場健康熱潮再度吹起「油切」風，
業者在電視廣告中也標榜「去油解膩」，讓民眾認為多
喝油切茶真的能夠將吃進身體的肥油「切光光」。

    但衛生署認為，電視廣告中對於「油切」的功效過
於誇大，且「油切」一詞有減肥的暗示，恐誤導民眾，
因此函令推出油切茶飲的愛之味及悅氏必須提出說明。

    而剛推出健康油切綠茶飲料的愛之味，在遭衛生署
點名後，今日股價跳空開低走低，盤中跌落 5日線，最
低來到7.5元。

    先前在大陸開放民眾來台觀光題材激勵，劍湖山股
價一路飆漲，今日漲勢中斷，盤中一度重挫5.5%，最低
來到18.8元，失守5日線。

"	
20050602	WEB0105	1217	愛之味	2005/06/02  08:23:30	愛之味94年度股東常會決議事項	"愛之味(1217-TW)：本公司九十四年度股東常會決議事項

1.股東會日期:94/05/31

2.重要決議事項:

承認事項:
九十三年度決算表冊承認案
經全體出席股東無異議承認通過

3.年度財務報表之承認﹝請輸入是或否﹞:是

4.其他應敘明事項:否

"	
20050603	WEB0331	1217	愛之味	2005/06/03  15:32:01	愛之味說明媒體報導  對於健康油切綠茶問題待衛生機關公文指示	"愛之味(1217-TW)：說明媒體對於本公司健康油切綠茶之報導

1.傳播媒體名稱:電視、報紙等媒體

2.報導日期:94/06/03

3.報導內容:油切可沿用，廣告需修改。

4.投資人提供訊息概要:不適用

5.公司對該等報導或提供訊息之說明:

實際完整內容俟衛生機關正式公文指示，
再行配合處理。

6.因應措施:
遵照衛生機關規定辦理。

7.其他應敘明事項:無

"	
20050608	WEB0146	1217	愛之味	2005/06/08  09:01:16	愛之味 5月營收4.09億元年增21.00%  1-5月達16.31億元	"愛之味(1217)5月營收(單位:千元)

項目            5月營收      1-5月營收
本年度          409,091      1,631,422
去年同期        336,615      1,652,637
增減金額         72,476        -21,215
增減(％)          21.53          -1.28
"	
20050708	WEB0213	1217	愛之味	2005/07/08  10:00:04	愛之味 6月營收4.22億元年增10.39%  1-6月達20.54億元	"愛之味(1217)6月營收(單位:千元)

項目            6月營收      1-6月營收
本年度          422,159      2,053,581
去年同期        382,419      2,035,056
增減金額         39,740         18,525
增減(％)          10.39           0.91
"	
20050713	WEB0430	1217	愛之味	2005/07/13  20:12:59	「愛之味」93年度海外第1次可轉債初次轉換普通股於 2005.07.15上市	"愛之味股份有限公司（公司代號：1217）93年度海
外第一次可轉換公司債初次轉換之普通股股票上市買賣
日期。

一、上開公司93年度海外第一次可轉換公司債之債權人
    於94 年7月11日提出申請轉換為與上開公司原有普
    通股股票合併上市買賣之94年度第1次轉換普通股
    股票。

二、上市股票代號：1217。

三、上市轉換普通股股票開始買賣日期：民國94年7月
    15 日。

"	
20050726	WEB0343	1217	愛之味	2005/07/26  16:45:33	愛之味補充93年度年報	"愛之味(1217-TW)：補充公告本公司93年度年報

1.事實發生日:94/07/26

2.發生緣由:

補充公告本公司93年度年報資料：
1. 法人股東其主要股東為法人者之主要股東
2. 93年度發行海外可轉債資料

3.因應措施:

公告資料如下列：
1. 法人股東之主要股東為法人者，其主要股東：
耐斯企業公司：英邦投資開發公司、愛之味公司、
和園投資公司
英邦投資公司：洪玉英、陳冠如、陳冠翰、
陳冠舟、賴宏明
村園國際開開發公司：陳燦珠、陳志豪、汪元慧
和園投資公司：陳鏡村、陳哲芳、陳鏡仁
和鼎投資公司：愛之味公司、耐斯企業公司
匯孚投資開發公司：愛之味公司、耐斯企業公司、
劍湖山公司
2. 本公司93年度第一次海外無擔保轉換公司債
轉換公司債最高市價：不適用
轉換公司債最低市價：不適用
轉換公司債平均市價：不適用
發行日期籍發行時轉換價格：民國93年10月12日
發行，轉換價格7.42元
履行轉換義務方式：交付發行新股方式轉換
截至民國94年3月31日轉換價格：7.42元

4.其他應敘明事項:無

"	
20050808	WEB0227	1217	愛之味	2005/08/08  12:00:03	愛之味 7月營收5.33億元年增41.10%  1-7月達25.87億元	"愛之味(1217)7月營收(單位:千元)

項目            7月營收      1-7月營收
本年度          533,274      2,586,855
去年同期        377,928      2,412,984
增減金額        155,346        173,871
增減(％)          41.10           7.21
"	
